,ID,label,tanggal,judul,narasi,nama file gambar
2063,480818,1,4-May-18,: Bapenda Sulsel Mengklarifikasi Bahwa Tidak Ada Pemutihan Pajak Kendaraan,klarifikasi pajak kendara klarifikasi daerah sulawesi kait informasi media sosial pajak kendara motor  mei  agustus  informasi edar,480818.png
2064,480868,1,26-Apr-18,Pesan Berantai soal Paket Narkoba yang Dikirim ke Rumah Warga,pesan narkoba kirim rumah warga kapolda sebar info hati kirim tugas wajib,480868.jpg
2065,481108,0,17-Mar-18,Indonesian group gears up to battle fake news during polls,group news kelompok indonesia hadap berita palsu pilih,481108.png
2066,481367,1,30-Jan-18,Screen Shoot Percakapan Chat Megawati dengan Kepala BIN,chat megawati kepala chat megawati kepala,481367.jpg
2067,481619,0,12-Dec-17,: Jokowi Izinkan WNA Untuk Mendirikan Ormas,jokowi wna ormas jokowi wna ormas,481619.jpg
2068,481670,0,6-Dec-17,Solusi Daging Mahal Ala Mentan: Makan Keong,daging makan daging makan,481670.png
2069,481915,1,24-Oct-17,Benny Panjaitan Tutup Usia,tutup usia pulang usia  doa kuat keluarga,481915.jpg
2070,481930,1,23-Oct-17,"Surat Dari Halmahera, Tambang Emas Maluku Utara Diberikan Ke Pihak Asing",surat emas malu asing warga masyarakat malu hormat berita,481930.jpg
2071,483376,1,20-Aug-20,Rekrutmen PT Pertamina 20 Agustus 2020,rekrutmen pertamina  agustus  dasar tim seleksi hadap saudara saudara penuh syarat saudara seleksi calon karyawan,483376.png
2072,483830,1,13-Jul-20,Rombongan Jemaah Haji Padang Sumbar Menuju Tanah Suci,rombong haji padang sumbar tanah rombong haji padang bandara tanah tunai haji ulama padang raja arab saudi hubung raja zaman keluarga raja lahan tanah luas arab saudi bangun hotel haji mudah urus warga tunai haji raja arab saudi harga ahmad padang imam haram moga hubung raja arab saudi padang indonesia tunai haji haji aamiin,483830.png
2073,484044,1,20-Jun-20,Wapres Pemerintah Gak Sengaja Memakai Dana Haji Jadi Gak Berdosa,wapres perintah pakai dana haji dosa wapres perintah pakai dana haji dosa,484044.jpg
2074,484915,1,24-Mar-20,Peta Zona Merah Virus Corona Wilayah Purwokerto,peta zona merah virus corona wilayah zona merah corona daerah,484915.jpg
2075,484934,1,23-Mar-20,Foto Salat Jumat di Gaza hari ini,foto covid lapor putus dunia dunia lupa doa dunia,484934.png
2076,484993,1,18-Mar-20,ikan humanoid dengan tangan dan kaki ditangkap di Laut Cina Selatan,ikan tangan kaki tangkap laut cina vietnam lapor ikan tangkap laut cina tangan kaki perut takut serah teliti lihat temu manusia dunia nyata ubah,484993.png
2077,485094,1,12-Mar-20,Ahok Putra Terta*k Bangsa,ahok putra bangsa ahok putra bangsa,485094.png
2078,485106,1,11-Mar-20,kematian raja Salman dan putra mahkota pangeran Mohamed bin Salman di tangkap atas tuduhan kudeta,mati raja putra pangeran tangkap tuduh breaking news mati raja konfirmasi berita sebar  anggota raja tangkap tuduh anggota raja putra pangeran,485106.png
2079,485296,1,4-Feb-20,Virus Corona masuk makanan kalengan Cina,virus corona makan kaleng cina makan produksi cina pabrik virus jatuh virus corona dunia dunia makan,485296.png
2080,485367,1,23-Jan-20,Video Pohon Bisa Di Terbang Keajaiban Kekuasaan Allah Di Arab Saudi,video pohon terbang kuasa allah arab saudi pohon terbang kuasa allah arab saudi,485367.png
2081,485376,1,21-Jan-20,Video Penyebab listrik mati sebanjaran,video listrik mati listrik mati,485376.png
2082,485396,1,15-Jan-20,Air pare yang panas dapat Membunuh Sel Kangker,air panas bunuh sebar luas pusat angkat darat gatot jakarta info  selamat laku bantu laku,485396.png
2083,485830,1,30-Oct-19,Lowongan Kerja PT Angkasa Pura 1 2019,lowong angkasa pura   lowong angkasa pura  syarat pria wanita didik usia,485830.jpg
2084,486353,1,23-Jul-19,"Mendagri tidak memberi ijin cuti kepada walikota Sumbar untuk menunaikan ibadah haji, rezim setan..",walikota sumbar tunai ibadah haji rezim walikota sumbar tunai ibadah haji rezim,486353.png
2085,486907,1,20-Apr-19,JOKOWI DIPASTIKAN TIDAK MENANG PILPRES 2019 By: Restu Bumi,jokowi menang pilpres  bumi jokowi menang pilpres  bumi,486907.png
2086,486972,1,6-Apr-19,Potongan Langsung Alfamart Untuk Bayar Sembako Pilpres,potong bayar sembako pilpres hati hati belanja nyata potong bayar sembako pilpres,486972.jpg
2087,488030,0,10-Okt-18,BPS Tampik Pernyataan Sandiaga yang Sebut Makan Siang di Singapura Lebih Murah daripada di Indonesia,nyata sandiaga makan siang singapura murah indonesia makan siang singapura murah indonesia,488030.jpg
2088,488587,0,22-Jul-18,"Post-post media sosial yang palsu menyesatkan, meledak secara global, temuan dari studi Oxford",post   post media sosial palsu ledak temu media sosial rusia pengaruh ,488587.png
2089,488722,0,2-Jul-18,Klarifikasi Video Kapolres Landak AKBP Bowo Gede Imantio Dipaksa Makan Babi,klarifikasi video kapolres gede paksa makan babi gede,488722.png
2090,489553,1,31-Jan-18,"FOTO SHALAT DI AFGHANISTAN VIRAL, PRESIDEN JOKOWI ANGKAT BICARA",foto viral presiden jokowi angkat bicara presiden joko widodo imam imam masjid maju ramai,489553.jpg
2091,489696,0,4-Jan-18,Menkominfo: BSSN tidak tangani `hoax`,tangan hoax hoax konten tugas kait hoax,489696.png
2092,489847,1,8-Dec-17,Gunung Galunggung Tasikmalaya Meletus,gunung letus gunung letus batu batu,489847.jpg
2093,490028,1,15-Nov-17,Michael Jackson Islam In My Veins Unpublished Song,islam     mata  ,490028.png
2094,490417,1,16-May-17,Akun Nicholas Sean Tjahaja Purnama  Merupakan Akun Palsu,akun rupa akun palsu akun facebook akun resmi,490417.jpg
2095,490436,1,7-May-17,SALJU JATUH DIJALAN SUDIRMAN,jatuh jakarta,490436.jpg
2096,490534,1,10-Mar-17,"Kompas Bikin Hoax, Turn Back Hoax Tutup Mata",kompas bikin hoax hoax tutup mata hoax hoax hoax tutup mata hoax kompas nyata,490534.jpg
2097,491176,1,13-Oct-16,Meme Ridwan Kamil,meme ridwan kamil tolak ahok bodoh,491176.jpg
2098,491278,0,21-Jun-16,: Panduan Mencerna Berita Agar Tidak Termakan & Sebarkan Hoax,berita makan sebar hoax berita makan sebar hoax,491278.jpg
2099,491287,1,15-Jun-16,Foto Rumah Roboh yang Harus Diberikan Donasi Bukan Pelanggar Perda,foto rumah donasi langgar rakyat donasi laku langgar donasi,491287.jpg
2100,491399,1,10-Dec-15,Serangga Menyebabkan Tangan dan Bagian Tubuh Lainnya Bolong,tangan tubuh kawan lihat foto thailand temu myanmar temu indonesia tangan foto sakit,491399.jpg
2101,491526,1,24-Aug-20,Pernyataan Maruarar Sebut Orang yang Tak Pilih Jokowi Bodoh dan Gila,nyata pilih jokowi bodoh serang   kuat jokowi rakyat bodoh jokowi presiden,491526.jpg
2102,492060,1,9-Jul-20,Pengakuan Ribka Tjiptaning Semua Anak PKI Bergabung ke PDIP,anak pki gabung pdip mayoritas anak pki gabung pdip,492060.jpg
2103,492286,1,14-Jun-20,"Hantu Nge-GYM  di Taman Jhansi, India Karena Tidak Ada Orang Selama Corona",  india corona park corona park ,492286.jpg
2104,492353,1,6-Jun-20,Rekrutmen PT BGA Bersyarat Bukan orang pribumi Kalimantan,rekrutmen syarat pribumi kalimantan kalimantan silah hubung  syarat,492353.jpg
2105,492568,1,14-May-20,Ini ada ajakan yg menarik : Ada ide menarik banget dari Kwik Kian Gie,tarik tarik tarik tarik    belanja,492568.png
2106,493138,1,22-Mar-20,akan ada penyemprotan racun untuk virus corona dari malaysia dan singapore melalui udara,racun virus corona malaysia singapore udara pemberitahuan   rumah ad pakai makan angkat bawa   racun virus corona malaysia singapore udara besok hujan rumah hujan henti keluarga sahabat tetangga kasih,493138.png
2107,493437,1,14-Feb-20,Ditemukan Virus Machupo Dalam Paracetamol,temu virus hati hati tulis  putih kandung virus anggap virus bahaya dunia mati silah pesan keluarga selamat laku,493437.jpg
2108,493874,1,3-Dec-19,Mengapa Canada menolak menghilangkan babi dari menu makanan sekolah?,tolak hilang babi makan sekolah gubernur muslim   kristen pohon natal gereja agama agama wilayah pribadi tolak hadap islam,493874.png
2109,494197,1,27-Sep-19,KPAI: Siswa yang Meninggal Bukan Mau ataupun Pulang Aksi di DPR,siswa pulang aksi dpr lindung anak indonesia putra  siswa tewas jakarta massa aksi dpr,494197.png
2110,494442,1,20-Aug-19,Draf Revisi UU Ketenagakerjaan Hapus Cuti Haid,hapus hapus,494442.png
2111,494716,1,28-Jun-19,Hewan Yang Ditemukan Di Kuburan Ini Punya Suara Jeritan Mengerikan,temu kubur suara negara arab suka kubur sangka suara suara siksa kubur,494716.jpg
2112,495163,1,6-Apr-19,Pengarang Jokowi Undercover semasa mudanya berteman dengan Jokowi,jokowi muda jokowi cek ,495163.png
2113,495234,1,25-Mar-19,Area Proyek Bandara Kulonprogo Terendam Banjir,proyek bandara banjir portal   berita proyek bandara banjir berita judul resmi bandara banjir,495234.jpg
2114,496350,1,25-Sep-18,PDIP Menerima Kunjungan PKI China,pdip kunjung pki china pdip kunjung pki china kader video news,496350.jpg
2115,496444,1,12-Sep-18,Meme JOKOWI SUDAH SAH BUKAN PRESIDEN INDONESIA DAN HARUS TURUN SEKARANG JUGA,meme jokowi presiden indonesia turun presiden,496444.jpg
2116,496484,1,5-Sep-18,@RatnaSpaet: Masih mau 2 Periode?, periode  periode pakai pikir jokowi,496484.jpg
2117,496530,1,30-Agu-18,Akun Twitter @LawanPolitikJKW adalah Milik Ferdinand Hutahean,akun twitter edar luas buah akun twitter foto,496530.jpg
2118,496699,1,05-Agu-18,Sri Mulyani Lelang Miras Solusi Defisit Anggaran,mulyani lelang menteri uang mulyani harap   minum keras ilegal singapura jawa timur lelang negara,496699.png
2119,496917,1,2-Jul-18,: Seorang Ibu-Ibu Meninggal Akibat Terperosok di Setu Babakan Jagakarsa Jakarta Selatan,jakarta angkat bawa rumah sakit,496917.png
2120,496954,1,27-Jun-18,Video Erupsi Gunung Sinabung | Video of Mount Sinabung Eruption,video gunung video indonesia,496954.png
2121,497085,1,23-May-18,Kejadian Tadi Siang Jam 13:00 di Embong Malang Sby,siang jam   malang sby siang jam   malang sby teroris  laki  wanita bawa  bom rencana  ledak niat laksana tugas polisi jaga bongkar ledak bom polisi lawan tugas panas  dunia laku hukum polisi  tugas alami masyarakat lapor,497085.png
2122,497130,0,16-May-18,MITRA OJEK ONLINE DISERANG HOAKS RACUNI PESANAN MAKANAN KONSUMEN,online serang racun pesan makan konsumen   sikap informasi bijak,497130.jpg
2123,497526,0,10-Mar-18,"Hoaks Pil Mandul, Biang Keladi Perang Antaragama di Sri Lanka",perang perang,497526.png
2124,497671,1,19-Feb-18,Pembunuhan Muadzin Oleh PKI di Majalengka Jawa Barat,bunuh pki jawa informasi edar medsos aniaya bunuh laku hadap kapolres  ,497671.jpg
2125,498029,1,9-Dec-17,Tol Soreang - Pasirkoja Gratis,tol  gratis tol gratis,498029.jpg
2126,498119,1,24-Nov-17,Rina Nose: Hidup Cuman Modal Amplop Gak Usah Sombong,allah anak hadap ulama abdul,498119.jpg
2127,498385,1,4-Oct-17,HIV Dalam Makanan Kaleng dan Wabah Pengerasan Otak & Sumsum Tulang Belakang,makan kaleng wabah keras otak anak suami makan makan buah thailand negara sakit pabrik kaleng darah racun tim sehat thailand kaleng contoh cepat kirim konsumsi kaleng sehat,498385.jpg
2128,498449,0,23-Sep-17,Video Wawancara Ribka Tjiptaning Yang Sudah Disunting,video wawancara sunting video wawancara sunting,498449.jpg
2129,498584,0,29-May-17,Pemaknaan UUD1945 Pasal 30 Sebagai Dasar Hukum Warga Negara Andil dalam Keamanan Negara,pasal  dasar hukum warga negara negara  pasal  klaim dasar hukum warga negara jaga negara,498584.jpg
2130,498797,1,21-Feb-17,Anak Durhaka Berubah Menjadi Ikan,anak ubah ikan edar video ikan judul video anak,498797.png
2131,498991,1,19-Jan-17,Video Bukti GMBI Menganiaya Anggota FPI,video bukti aniaya anggota fpi video bukti aniaya anggota fpi,498991.jpg
2132,499397,0,27-Aug-16,Kominfo Memblokir Situs Cekktp,kominfo blokir situs kominfo imbau masyarakat percaya situs nomor duduk nik,499397.png
2133,499700,1,8-Sep-15,Jokowi dituduh memasukkan ribuan tenaga kerja asing ke Indonesia via sebuah proyek PLTU,jokowi tuduh tenaga asing indonesia buah proyek jokowi walikota periode solo  ,499700.jpg
2134,499912,1,6-Aug-20,Foto Habib Rizieq Ditangkap Warga,foto habib rizieq tangkap warga,499912.png
2135,499933,1,5-Aug-20,Alat Pendeteksi Tsunami Merupakan Tanda Adanya Gunung Api di Bawah Laut,alat deteksi tsunami rupa tanda gunung api laut kaki kaki gunung api dasar laut morowali gempa pusat daerah morowali teliti  contoh alat letak gempa tsunami letak dasar laut arti lihat laut arti laut gunung api aktif,499933.png
2136,500375,1,26-Jun-20,Surat Seleksi Sekolah Prioritas Kemendikbud,surat seleksi sekolah surat seleksi sekolah,500375.jpg
2137,500508,1,10-Jun-20,Heboh! Pernyataan Dokter Indonesia Soal Covid,nyata dokter indonesia covid nyata dokter indonesia covid nyata dokter indonesia hoax,500508.png
2138,500699,1,18-May-20,Registrasi Ambil Dana Bantuan Anda Covid-19,registrasi ambil dana bantu covid lawan covid sumbang masyarakat indonesia culi syarat,500699.png
2139,500718,1,17-May-20,Lowongan Sukarelawan Covid-19 RSUD Dr. Soetomo Surabaya,lowong covid rsud surabaya rawan covid tim medis tangan covid buka gabung bantu tangan covid,500718.jpg
2140,500763,1,13-May-20,Sitkom Bajaj Bajuri Prediksi Corona 17 Tahun Lalu,prediksi corona   buah sakit tular china,500763.jpg
2141,501036,1,21-Apr-20,Masuk Tanpa Paspor dan Visa adalah Modus Pemerintahan Jokowi Membuat TKA China Menjadi WNI,modus perintah jokowi china wni modus perintah jokowi cina wni aparat,501036.png
2142,501220,1,31-Mar-20,Picture of Stay home in India,home india home india,501220.png
2143,501264,1,28-Mar-20,Foto Italia. Tidak ada lagi ruang yang tersedia di rumah sakit. #CoronavirusLockdown,foto italia sedia rumah sakit italia sedia rumah sakit rumah ,501264.png
2144,501427,1,16-Mar-20,Hasil Pemeriksaan Presiden Jokowi Positif Virus Corona,periksa presiden jokowi positif virus corona periksa presiden jokowi positif virus corona,501427.png
2145,501569,1,25-Feb-20,"#BALOOT arena Perjudian di Arab Saudi, Pertama kali dibuka dan diresmikan",arab saudi buka resmi arab saudi buka resmi,501569.png
2146,501631,1,14-Feb-20,minyak goreng ASRI produksi LEONG HUP terbuat dari minyak babi,minyak produksi minyak babi lihat minyak minyak babi produksi produk china kaya babi sebar viralkan saudara muslim nusantara,501631.png
2147,501694,1,31-Jan-20,Virus Corona Sudah Sampai di Shah Alam Selangor,virus corona virus corona serang,501694.jpg
2148,501757,1,22-Jan-20,Anies Baswedan Dinobatkan Sebagai Gubernur Terbaik di Dunia,anies baswedan gubernur dunia anies baswedan gubernur dunia rakyat indonesia bangga pimpin indonesia,501757.jpg
2149,502124,1,22-Nov-19,"Jokowi Nilai Positif Jabatan Presiden Diusulkan Tiga Periode, Sangat Bagus",jokowi nilai positif jabat presiden usul periode artikel judul jokowi nilai positif jabat presiden usul periode,502124.jpg
2150,502200,1,4-Nov-19,Pelajar Sekolah Meninggal Ketika Sedang Bermain Game Online,sekolah main game online sekolah main game online korban alami dunia korban putus otak kepala main game online,502200.jpg
2151,502347,1,3-Oct-19,BEM FEB UI: Mahasiswa Dalam Foto Tidak Merusak Fasilitas Umum,mahasiswa foto rusak fasilitas mahasiswa foto lihat tanda letak angkat letak letak tanda mahasiswa ambil gambar ambil gambar laku ambil gambar manfaat media lokasi aksi ambil gambar mahasiswa angkat tanda,502347.jpg
2152,502496,1,10-Sep-19,Presiden ke-3 RI Baharuddin Jusuf  Habibie Meninggal Dunia,presiden jusuf dunia warga bangsa duka presiden  republik indonesia,502496.png
2153,502892,1,1-Jul-19,Pihak SMPN 30 Jakarta Memberikan Klarifikasi Atas Isu Gurunya Tidak Mau Pasang Foto Presiden dan Wakil Presiden, jakarta klarifikasi guru pasang foto presiden presiden hormat guru guru kenal dunia guru,502892.jpg
2154,503679,1,9-Feb-19,Terakhir yang diketahui adalah terhadap Sam Lokon anggota KNPB,hadap anggota nyata ular papua tangkap marak hadap anggota video kabar,503679.png
2155,503775,1,30-Jan-19,JOKOWI JADI ORANG TERKAYA NOMOR 18 DI ASIA,jokowi kaya nomor  daftar kaya jokowi  kaya cipta,503775.png
2156,504715,1,31-Agu-18,Beginilah Caranya China Menghancurkan Dunia,china hancur dunia edar china turki,504715.jpg
2157,504925,1,13-Sep-18,Percobaan Pembunuhan Terhadap Habib Alwi Abdurahman Assegaf,coba bunuh hadap habib barusan info coba bunuh hadap habib info komunis aksi,504925.jpg
2158,504938,1,27-Jul-18,Cut Pat Kai telah lahir,lahir bayi babi hutan manusia,504938.png
2159,505319,1,17-May-18,VIRAL PENDAKI YANG MENINGGAL DI GUNUNG BAWAKARAENG,viral gunung ketemu kemarin jari biru puncak ,505319.png
2160,505411,0,2-May-18,Klarifikasi Dinas Bina Marga DKI Jakarta Terkait Anggaran Rp56 Miliar Untuk Bangun 3 JPO,klarifikasi dinas bina dki jakarta kait miliar bangun  kepala dinas bina dki jakarta miliar bangun jenderal   rupa rupa bangun miliar bangun  ,505411.png
2161,505465,1,25-Apr-18,: Polisi Merazia Spanduk Bertuliskan #2019 Ganti Presiden di Sumatera Utara,polisi spanduk tulis  ganti presiden sumatera   hadir bilang jakarta   ,505465.jpg
2162,505672,0,19-Mar-18,"Hoax crisis centres will be launched to counter falsehoods ahead of Indonesian elections, says founder of anti-hoax network",hoax anti   hoax pusat hoax bohong pilih indonesia jaring anti  ,505672.png
2163,505710,0,12-Mar-18,Ustadz di Aceh Tenggara Diserang Seorang Pria Usai Salat Zuhur,ustadz aceh serang pria serang desa camat kabupaten aceh hati sahabat akbar,505710.png
2164,506100,1,20-Oct-17,Share 79 Emoticon Baterai ke 4 Grup untuk Mengisi Penuh Baterai HP Anda,share   grup penuh serius cipta coba kirim  grup penuh ,506100.jpg
2165,506368,1,17-Nov-17,LOWONGAN MAGANG DI PANTI SOSIAL BINA REMAJA TARUNA JAYA,lowong sosial bina jaya buka lowong lepas  tugas layan sosial  tugas kantor  tugas bersih kantor  tugas,506368.jpg
2166,506553,1,11-Oct-17,": Permen Narkoba beredar di Panton Labu, Aceh Utara",permen narkoba edar aceh info permen narkoba edar  oktober  permen sekolah rekan anak harap waspada anak bukti tanah aceh polisi permen,506553.jpg
2167,506692,0,6-Sep-17,Propaganda: Senjata Paling Ampuh dalam Perang,senjata perang senjata perang,506692.jpg
2168,506954,0,1-Mar-17,Ahok Bersalaman dengan Raja Salman adalah Editan,ahok salam raja edit bom lihat tangan ahok tangan ahok salam raja malu,506954.jpg
2169,507060,1,13-Feb-17,TNI Bergerak ke Megamendung untuk Menghadang Polisi dan Lindungi Habib Rizieq,tni polisi lindung habib rizieq breaking news info tni polisi akbar takbir,507060.jpg
2170,507141,1,26-Jan-17,AHOK & DJAROT TERLIBAT PERSELISIHAN,ahok djarot ahok djarot dana kampanye ahok djarot pdip uang alas kampanye ahok laku pdip ahok lempar djarot untung pribadi belah djarot kabar rawat rumah sakit moga beliau cepat,507141.jpg
